dataset,clip_id,frame_id,selected_state,selected_label,observed_candidate_minus_baseline_mm
original_development,Ablehnen,149,2,m1_alpha_1p5,-2.4480504989624023
original_development,Ablehnen,151,2,m1_alpha_1p5,-2.302265167236328
original_development,Ablehnen,153,2,m1_alpha_1p5,-2.2181568145751953
original_development,Ablehnen,155,2,m1_alpha_1p5,-3.6044626235961914
original_development,Ablehnen,157,2,m1_alpha_1p5,-4.753941535949707
original_development,Ablehnen,159,2,m1_alpha_1p5,-5.001177787780762
original_development,Ablehnen,161,2,m1_alpha_1p5,-5.704384803771973
original_development,Ablehnen,163,2,m1_alpha_1p5,-5.25507926940918
original_development,Ablehnen,165,2,m1_alpha_1p5,-3.258455276489258
original_development,Ablehnen,167,2,m1_alpha_1p5,-4.821128845214844
original_development,Ablehnen,169,2,m1_alpha_1p5,-5.415229797363281
original_development,Ablehnen,171,2,m1_alpha_1p5,-4.990767478942871
original_development,Ablehnen,173,2,m1_alpha_1p5,-3.905764579772949
original_development,Ablehnen,175,2,m1_alpha_1p5,-5.148029327392578
original_development,Akzeptieren,124,0,legacy_full_fallback,0.0
original_development,Akzeptieren,126,0,legacy_full_fallback,0.0
original_development,Akzeptieren,128,0,legacy_full_fallback,0.0
original_development,Akzeptieren,130,0,legacy_full_fallback,0.0
original_development,Akzeptieren,132,0,legacy_full_fallback,0.0
original_development,Akzeptieren,134,0,legacy_full_fallback,0.0
original_development,Akzeptieren,136,0,legacy_full_fallback,0.0
original_development,Akzeptieren,138,0,legacy_full_fallback,0.0
original_development,Akzeptieren,140,0,legacy_full_fallback,0.0
original_development,Akzeptieren,142,0,legacy_full_fallback,0.0
original_development,Akzeptieren,144,0,legacy_full_fallback,0.0
original_development,Akzeptieren,146,0,legacy_full_fallback,0.0
original_development,Akzeptieren,148,0,legacy_full_fallback,0.0
original_development,Akzeptieren,150,0,legacy_full_fallback,0.0
original_development,Akzeptieren,152,0,legacy_full_fallback,0.0
original_development,Akzeptieren,154,0,legacy_full_fallback,0.0
original_development,Akzeptieren,156,0,legacy_full_fallback,0.0
original_development,Akzeptieren,158,0,legacy_full_fallback,0.0
original_development,Akzeptieren,160,0,legacy_full_fallback,0.0
original_development,Akzeptieren,162,0,legacy_full_fallback,0.0
original_development,Akzeptieren,164,0,legacy_full_fallback,0.0
original_development,Akzeptieren,166,0,legacy_full_fallback,0.0
original_development,Akzeptieren,168,0,legacy_full_fallback,0.0
original_development,Akzeptieren,170,0,legacy_full_fallback,0.0
original_development,Akzeptieren,172,0,legacy_full_fallback,0.0
original_development,Akzeptieren,174,0,legacy_full_fallback,0.0
original_development,Akzeptieren,176,0,legacy_full_fallback,0.0
original_development,Akzeptieren,178,0,legacy_full_fallback,0.0
original_development,Akzeptieren,180,0,legacy_full_fallback,0.0
original_development,Akzeptieren,182,0,legacy_full_fallback,0.0
original_development,Akzeptieren,184,0,legacy_full_fallback,0.0
original_development,AufgebenResignieren,122,2,m1_alpha_1p5,-1.022054672241211
original_development,AufgebenResignieren,124,2,m1_alpha_1p5,-0.7341041564941406
original_development,AufgebenResignieren,126,2,m1_alpha_1p5,-2.2460803985595703
original_development,AufgebenResignieren,128,2,m1_alpha_1p5,0.03281593322753906
original_development,AufgebenResignieren,130,2,m1_alpha_1p5,-0.8639278411865234
original_development,AufgebenResignieren,132,2,m1_alpha_1p5,-0.5285911560058594
original_development,AufgebenResignieren,134,2,m1_alpha_1p5,-0.6356878280639648
original_development,AufgebenResignieren,136,2,m1_alpha_1p5,-0.41414928436279297
original_development,AufgebenResignieren,138,2,m1_alpha_1p5,-0.4984092712402344
original_development,AufgebenResignieren,140,2,m1_alpha_1p5,-0.5642919540405273
original_development,AufgebenResignieren,142,2,m1_alpha_1p5,-1.1717824935913086
original_development,AufgebenResignieren,144,2,m1_alpha_1p5,-0.29032135009765625
original_development,AufgebenResignieren,146,2,m1_alpha_1p5,1.3039054870605469
original_development,AufgebenResignieren,148,2,m1_alpha_1p5,-0.45041942596435547
original_development,AufgebenResignieren,150,2,m1_alpha_1p5,-0.6364421844482422
original_development,AufgebenResignieren,152,2,m1_alpha_1p5,-0.8850431442260742
original_development,AufgebenResignieren,154,2,m1_alpha_1p5,-1.1069412231445312
original_development,AufgebenResignieren,156,2,m1_alpha_1p5,0.2594585418701172
original_development,AufgebenResignieren,158,2,m1_alpha_1p5,-0.3565349578857422
original_development,AufgebenResignieren,160,2,m1_alpha_1p5,-0.2957735061645508
original_development,AufgebenResignieren,162,2,m1_alpha_1p5,-0.8120203018188477
original_development,AufgebenResignieren,164,2,m1_alpha_1p5,0.2286529541015625
original_development,AufgebenResignieren,166,2,m1_alpha_1p5,-0.8429317474365234
original_development,AufgebenResignieren,168,2,m1_alpha_1p5,0.1401691436767578
original_development,AufgebenResignieren,170,2,m1_alpha_1p5,-1.1819772720336914
original_development,AufgebenResignieren,172,2,m1_alpha_1p5,0.7529811859130859
original_development,AufgebenResignieren,174,2,m1_alpha_1p5,0.1585845947265625
original_development,AufgebenResignieren,176,2,m1_alpha_1p5,-1.2222824096679688
original_development,AufgebenResignieren,178,2,m1_alpha_1p5,0.3968820571899414
original_development,AufgebenResignieren,180,2,m1_alpha_1p5,-0.9486255645751953
original_development,AufgebenResignieren,182,2,m1_alpha_1p5,0.8361921310424805
original_development,AufgebenResignieren,184,2,m1_alpha_1p5,-0.6910848617553711
original_development,AufgebenResignieren,186,2,m1_alpha_1p5,0.31033802032470703
original_development,AufgebenResignieren,188,2,m1_alpha_1p5,-1.2134113311767578
original_development,AusgebenGeldVerschwenden,120,2,m1_alpha_1p5,-4.141175270080566
original_development,AusgebenGeldVerschwenden,122,2,m1_alpha_1p5,-3.7807350158691406
original_development,AusgebenGeldVerschwenden,124,2,m1_alpha_1p5,-2.8577871322631836
original_development,AusgebenGeldVerschwenden,126,2,m1_alpha_1p5,-2.5810976028442383
original_development,AusgebenGeldVerschwenden,128,2,m1_alpha_1p5,-3.787332534790039
original_development,AusgebenGeldVerschwenden,130,2,m1_alpha_1p5,-4.381543159484863
original_development,AusgebenGeldVerschwenden,132,2,m1_alpha_1p5,-4.004856109619141
original_development,AusgebenGeldVerschwenden,134,2,m1_alpha_1p5,-2.8160438537597656
original_development,AusgebenGeldVerschwenden,136,2,m1_alpha_1p5,-2.7776174545288086
original_development,AusgebenGeldVerschwenden,138,2,m1_alpha_1p5,-3.110004425048828
original_development,AusgebenGeldVerschwenden,140,2,m1_alpha_1p5,-3.08121395111084
original_development,AusgebenGeldVerschwenden,142,2,m1_alpha_1p5,-2.331087112426758
original_development,AusgebenGeldVerschwenden,144,2,m1_alpha_1p5,-3.331099510192871
original_development,AusgebenGeldVerschwenden,146,2,m1_alpha_1p5,-3.284862518310547
original_development,AusgebenGeldVerschwenden,148,2,m1_alpha_1p5,-4.222490310668945
original_development,AusgebenGeldVerschwenden,150,2,m1_alpha_1p5,-4.338886260986328
original_development,AusgebenGeldVerschwenden,152,2,m1_alpha_1p5,-4.093207836151123
original_development,AusgebenGeldVerschwenden,154,2,m1_alpha_1p5,-4.610566139221191
original_development,AusgebenGeldVerschwenden,156,2,m1_alpha_1p5,-3.870025634765625
original_development,Auto,104,0,legacy_full_fallback,0.0
original_development,Auto,106,0,legacy_full_fallback,0.0
original_development,Auto,108,0,legacy_full_fallback,0.0
original_development,Auto,110,0,legacy_full_fallback,0.0
original_development,Auto,112,0,legacy_full_fallback,0.0
original_development,Auto,114,0,legacy_full_fallback,0.0
original_development,Auto,116,0,legacy_full_fallback,0.0
original_development,Auto,118,0,legacy_full_fallback,0.0
original_development,Auto,120,0,legacy_full_fallback,0.0
original_development,Auto,122,0,legacy_full_fallback,0.0
original_development,Auto,124,0,legacy_full_fallback,0.0
original_development,Auto,126,0,legacy_full_fallback,0.0
original_development,Auto,128,0,legacy_full_fallback,0.0
original_development,Auto,130,0,legacy_full_fallback,0.0
original_development,Auto,132,0,legacy_full_fallback,0.0
original_development,Auto,134,0,legacy_full_fallback,0.0
original_development,Auto,136,0,legacy_full_fallback,0.0
original_development,Auto,138,0,legacy_full_fallback,0.0
original_development,Auto,140,0,legacy_full_fallback,0.0
original_development,Auto,142,0,legacy_full_fallback,0.0
original_development,Auto,144,0,legacy_full_fallback,0.0
original_development,Auto,146,0,legacy_full_fallback,0.0
original_development,Auto,148,0,legacy_full_fallback,0.0
original_development,Auto,150,0,legacy_full_fallback,0.0
original_development,Auto,152,0,legacy_full_fallback,0.0
original_development,Auto,154,0,legacy_full_fallback,0.0
original_development,Auto,156,0,legacy_full_fallback,0.0
original_development,Auto,158,0,legacy_full_fallback,0.0
original_development,Auto,160,0,legacy_full_fallback,0.0
original_development,Auto,162,0,legacy_full_fallback,0.0
original_development,Auto,164,0,legacy_full_fallback,0.0
original_development,Auto,166,0,legacy_full_fallback,0.0
original_development,Auto,168,0,legacy_full_fallback,0.0
original_development,Auto,170,0,legacy_full_fallback,0.0
original_development,Auto,172,0,legacy_full_fallback,0.0
original_development,BesuchenEinmischen,172,1,m1_alpha_1p0,-1.2247562408447266
original_development,BesuchenEinmischen,174,1,m1_alpha_1p0,-3.571499824523926
original_development,BesuchenEinmischen,176,1,m1_alpha_1p0,2.738840103149414
original_development,BesuchenEinmischen,178,1,m1_alpha_1p0,-5.139255523681641
original_development,BesuchenEinmischen,180,1,m1_alpha_1p0,-4.753519058227539
original_development,BesuchenEinmischen,182,1,m1_alpha_1p0,3.283479690551758
original_development,BesuchenEinmischen,184,1,m1_alpha_1p0,-4.411016464233398
original_development,BesuchenEinmischen,186,1,m1_alpha_1p0,2.609018325805664
original_development,BesuchenEinmischen,188,1,m1_alpha_1p0,-3.352611541748047
original_development,BesuchenEinmischen,190,1,m1_alpha_1p0,2.5208206176757812
original_development,BesuchenEinmischen,192,1,m1_alpha_1p0,-4.12237548828125
original_development,BesuchenEinmischen,194,1,m1_alpha_1p0,3.2348098754882812
original_development,BesuchenEinmischen,196,1,m1_alpha_1p0,-4.012204170227051
original_development,BesuchenEinmischen,198,1,m1_alpha_1p0,-1.5598831176757812
original_development,BesuchenEinmischen,200,1,m1_alpha_1p0,-3.6855859756469727
original_development,BesuchenEinmischen,202,1,m1_alpha_1p0,2.6612091064453125
original_development,BesuchenEinmischen,204,1,m1_alpha_1p0,-4.402280807495117
original_development,BesuchenEinmischen,206,1,m1_alpha_1p0,1.4506635665893555
original_development,BesuchenEinmischen,208,1,m1_alpha_1p0,-1.3860292434692383
original_development,Boese,127,3,m1_alpha_3p0,6.820468902587891
original_development,Boese,129,3,m1_alpha_3p0,-12.885845184326172
original_development,Boese,131,3,m1_alpha_3p0,-11.547077178955078
original_development,Boese,133,3,m1_alpha_3p0,9.134021759033203
original_development,Boese,135,3,m1_alpha_3p0,-13.175891876220703
original_development,Boese,137,3,m1_alpha_3p0,9.10342788696289
original_development,Boese,139,3,m1_alpha_3p0,-0.18096160888671875
original_development,Boese,141,3,m1_alpha_3p0,-11.411491394042969
original_development,Boese,143,3,m1_alpha_3p0,9.30975341796875
original_development,Boese,145,3,m1_alpha_3p0,-12.909942626953125
original_development,Boese,147,3,m1_alpha_3p0,-11.344429016113281
original_development,Boese,149,3,m1_alpha_3p0,8.991374969482422
original_development,Boese,151,3,m1_alpha_3p0,-13.021839141845703
original_development,Boese,153,3,m1_alpha_3p0,11.232723236083984
original_development,Boese,155,3,m1_alpha_3p0,-13.129878997802734
original_development,Boese,157,3,m1_alpha_3p0,-12.709724426269531
original_development,Boese,159,3,m1_alpha_3p0,7.738185882568359
original_development,Boese,161,3,m1_alpha_3p0,-13.892433166503906
original_development,Boese,163,3,m1_alpha_3p0,2.6120033264160156
original_development,BroetchenAufschneiden,151,1,m1_alpha_1p0,-0.43749237060546875
original_development,BroetchenAufschneiden,153,1,m1_alpha_1p0,0.7406167984008789
original_development,BroetchenAufschneiden,155,1,m1_alpha_1p0,-1.1381549835205078
original_development,BroetchenAufschneiden,157,1,m1_alpha_1p0,1.2028751373291016
original_development,BroetchenAufschneiden,159,1,m1_alpha_1p0,-0.9999942779541016
original_development,BroetchenAufschneiden,161,1,m1_alpha_1p0,-0.8415946960449219
